,SKU,No_of_points,%_of_non-zero_points,Mean_value,Is_greater_30,%_non_zero_bin,Is_white_noise,Is_stationary,ndiff,Is_seasonal_stationary,seasonalndiff
4182,101837733,28,0.17857142857142858,0.6071428571428571,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4183,100596966,28,0.2857142857142857,0.7857142857142857,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4184,104184881,12,0.5,2.0833333333333335,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4185,102217891,18,0.3333333333333333,0.6111111111111112,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4186,104189653,16,0.625,1.0625,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4187,102633265,12,0.5,1.3333333333333333,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4188,104303926,29,0.06896551724137931,0.20689655172413793,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4189,100476281,30,0.3,0.8,Y,0-40%,True,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4190,102914678,24,0.16666666666666666,0.4166666666666667,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4191,105716701,24,0.16666666666666666,0.4166666666666667,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4192,102535661,11,0.36363636363636365,1.0,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4193,104303325,28,0.07142857142857142,1.8571428571428572,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4194,16755707,25,0.04,0.04,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4195,11711979,23,0.08695652173913043,0.08695652173913043,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4196,102612070,12,0.16666666666666666,0.16666666666666666,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4197,102859574,17,0.11764705882352941,0.17647058823529413,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4198,1039134,17,0.11764705882352941,0.11764705882352941,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4199,102271131,24,0.16666666666666666,0.16666666666666666,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4200,102820449,19,0.10526315789473684,0.10526315789473684,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4201,101412394,23,0.13043478260869565,0.13043478260869565,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4202,11378418,21,0.14285714285714285,0.14285714285714285,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4203,105717176,27,0.1111111111111111,0.18518518518518517,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4204,100702354,15,0.13333333333333333,0.4,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4205,100384225,26,0.07692307692307693,0.15384615384615385,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4206,11166054,22,0.09090909090909091,0.09090909090909091,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4207,11301782,11,0.18181818181818182,0.18181818181818182,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4208,102525202,24,0.08333333333333333,0.08333333333333333,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4209,15834195,3,0.6666666666666666,0.6666666666666666,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4210,102592530,27,0.037037037037037035,0.07407407407407407,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4211,102855615,12,0.16666666666666666,0.25,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4212,105716977,12,0.25,0.3333333333333333,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4213,104186005,28,0.25,0.5,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4214,102848325,15,0.2,0.3333333333333333,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4215,11130977,21,0.14285714285714285,0.14285714285714285,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4216,105716628,21,0.14285714285714285,0.14285714285714285,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4217,11180013,18,0.1111111111111111,0.1111111111111111,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4218,11229407,18,0.1111111111111111,0.1111111111111111,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4219,102636252,14,0.14285714285714285,0.14285714285714285,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4220,100585916,22,0.09090909090909091,0.09090909090909091,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4221,42256155,28,0.07142857142857142,0.07142857142857142,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
4222,104188431,28,0.07142857142857142,1.25,N,Not_Applicable(<30 pts),No_check_possible,No_check_possible,No_check_possible,No_check_possible,No_check_possible
